state,government_function,full_time_employees,full_time_employees_coefficient_of_variation_as_percent,full_time_pay,full_time_pay_coefficient_of_variation_as_percent,part_time_employees,part_time_employees_coefficient_of_variation_as_percent,part_time_pay,part_time_pay_coefficient_of_variation_as_percent,part_time_hours,part_time_hours_coefficient_of_variation_as_percent,full_time_equivalent_employees,full_time_equivalent_employees_coefficient_of_variation_as_percent,total_employees,total_employees_coefficient_of_variation_as_percent,total_march_pay,total_march_pay_coefficient_of_variation_as_percent,year
TN,housing and community development,2131,2.52,7610207,2.41,131,1.51,195259,1.51,14216,1.75,2213,2.38,2262,2.37,7805466,2.35,2010
TN,natural resources,181,1.69,574828,1.72,80,4.51,57866,1.73,4897,2.77,209,1.75,261,1.81,632694,1.57,2010
TN,water transport and terminals,4489,1.82,16520839,1.91,175,1.73,211176,1.45,12250,1.12,4561,1.81,4664,1.76,16732015,1.88,2010
TN,electric power,5419,3.3,29982598,3.42,130,3.28,165077,2.44,11398,3.12,5484,3.32,5549,3.22,30147675,3.41,2010
TN,gas supply,1833,1.06,7901296,0.88,68,0.2,65144,0.07,4473,0.12,1859,1.05,1901,1.02,7966440,0.88,2010
TN,transit,938,1.77,3261507,1.71,247,9.03,243815,5.97,22124,5.84,1064,1.35,1185,2.34,3505322,1.65,2010
TN,education total,128432,1.46,396948318,1.29,23883,2.27,17759922,1.7,1357016,2.18,136611,1.45,152315,1.28,414708240,1.23,2010
TN,education - elementary and secondary total,128432,1.46,396948318,1.29,23883,2.27,17759922,1.7,1357016,2.18,136611,1.45,152315,1.28,414708240,1.23,2010
TN,education - elementary and secondary instructional,90594,1.34,325911989,1.26,12873,1.81,10000341,1.15,635218,1.66,94626,1.34,103467,1.2,335912330,1.22,2010
TN,education - elementary and secondary other,37838,1.72,71036329,1.4,11010,2.82,7759581,2.42,721798,2.64,41985,1.71,48848,1.48,78795910,1.29,2010
TN,education - higher education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
TN,education - higher education instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
TN,education - higher education other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
TN,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
TN,libraries,1050,0.5,3026359,0.38,657,1.82,578526,1.46,49147,2.5,1335,0.64,1707,0.77,3604885,0.39,2010
TN,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
TN,other and unallocable,4285,2.06,13454430,2,982,4.17,798002,5.27,73922,3.64,4703,2.17,5267,1.85,14252432,1.91,2010
TX,total,1067968,0.34,3848565501,0.3,184220,0.29,166676538,0.24,11517186,0.28,1134004,0.33,1252188,0.29,4015242039,0.29,2010
TX,financial administration,15887,0.34,63583161,0.27,624,0.54,706427,0.48,52771,0.49,16186,0.35,16511,0.33,64289588,0.27,2010
TX,other government administration,12513,0.9,51074142,0.83,2864,0.72,2298169,0.5,164328,0.57,13432,0.82,15377,0.75,53372311,0.79,2010
TX,judicial and legal,20970,0.66,84901344,0.51,2154,0.37,2218339,0.28,135120,0.31,21722,0.67,23124,0.6,87119683,0.5,2010
TX,police protection total,67675,0.36,303219461,0.32,3944,0.34,2890624,0.42,250241,0.35,69103,0.36,71619,0.35,306110085,0.32,2010
TX,police protection - officers,50115,0.38,244887328,0.33,1448,0.12,1125376,0.38,96763,0.18,50673,0.37,51563,0.37,246012704,0.33,2010
TX,police protection - other,17560,0.32,58332133,0.28,2496,0.47,1765248,0.45,153478,0.46,18430,0.31,20056,0.28,60097381,0.27,2010
TX,fire protection total,24785,0.52,125808318,0.43,1321,1.37,976257,2.9,75562,2.6,25211,0.6,26106,0.49,126784575,0.43,2010
TX,fire protection - firefighters,23144,0.5,119512917,0.42,1116,0.99,774136,2.35,63517,2.03,23501,0.53,24260,0.48,120287053,0.42,2010
TX,fire protection - other,1641,0.79,6295401,0.64,205,3.45,202121,5,12045,5.57,1710,1.45,1846,0.8,6497522,0.63,2010
TX,corrections,26396,0.38,87456257,0.33,969,0.69,1097334,0.74,83241,0.83,26868,0.38,27365,0.37,88553591,0.33,2010
TX,highways,22524,0.83,69885007,0.78,995,0.73,1286070,0.71,117523,0.78,23191,0.87,23519,0.8,71171077,0.76,2010
TX,air transportation,5166,0.08,20482736,0.06,126,1.62,202646,1.25,14662,1.4,5250,0.11,5292,0.09,20685382,0.06,2010
TX,water transport and terminals,1141,0.01,6195988,0.01,9,0.01,11173,0.01,512,0.01,1145,0.01,1150,0,6207161,0,2010
TX,public welfare,3336,0.36,10193674,0.24,506,1,490198,0.91,43610,1.2,3585,0.44,3842,0.34,10683872,0.23,2010
TX,health,24243,0.51,80501286,0.54,3119,0.73,5290965,0.76,282993,0.71,25832,0.56,27362,0.46,85792251,0.51,2010
TX,hospitals,48176,1.01,215638678,0.77,8446,1.72,14996082,1.21,696032,1.76,52144,1.04,56622,0.9,230634760,0.72,2010
TX,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
TX,solid waste management,6462,0.43,19330948,0.41,332,0.83,330813,0.68,32036,0.77,6643,0.53,6794,0.41,19661761,0.4,2010
TX,sewerage,7706,0.73,27813197,0.64,111,0.29,145544,0.29,11961,0.33,7774,0.74,7817,0.72,27958741,0.63,2010
TX,parks and recreation,13072,0.45,37110361,0.46,5535,0.69,3919387,0.62,381605,0.65,15233,0.52,18607,0.38,41029748,0.42,2010
TX,housing and community development,5943,0.74,20015265,0.66,922,0.23,778301,0.41,56736,0.45,6269,0.76,6865,0.64,20793566,0.63,2010
TX,natural resources,3425,0.63,11178528,0.55,788,0.25,564344,0.13,49408,0.13,3680,0.58,4213,0.51,11742872,0.53,2010
TX,water transport and terminals,16214,0.6,58047046,0.63,285,0.47,337974,0.47,23965,0.5,16352,0.6,16499,0.59,58385020,0.62,2010
TX,electric power,8398,0.01,47837815,0.01,96,0.01,247482,0.01,10289,0.01,8458,0.01,8494,0,48085297,0,2010
TX,gas supply,780,0.68,3082338,0.37,8,0.01,8589,0.01,610,0.01,783,0.68,788,0.67,3090927,0.37,2010
TX,transit,10751,0.48,44942176,0.25,832,0.53,1439168,0.42,90674,0.38,11266,0.47,11583,0.45,46381344,0.24,2010
TX,education total,701136,0.69,2385667398,0.63,145419,0.63,122601398,0.54,8626245,0.6,750802,0.67,846555,0.58,2508268796,0.6,2010
TX,education - elementary and secondary total,666583,0.69,2239544813,0.63,104048,0.65,83969185,0.44,6374659,0.57,703352,0.68,770631,0.6,2323513998,0.6,2010
TX,education - elementary and secondary instructional,473278,0.69,1781779983,0.62,55773,0.53,40770844,0.29,3011189,0.43,490645,0.68,529051,0.62,1822550827,0.6,2010
TX,education - elementary and secondary other,193305,0.7,457764830,0.66,48275,0.8,43198341,0.58,3363470,0.68,212707,0.69,241580,0.59,500963171,0.61,2010
TX,education - higher education total,34553,0.68,146122585,0.63,41371,0.59,38632213,0.77,2251586,0.7,47450,0.49,75924,0.44,184754798,0.52,2010
TX,education - higher education instructional,12407,0.5,68241899,0.49,23837,0.64,28118910,0.75,1141793,0.28,18938,0.41,36244,0.46,96360809,0.41,2010
TX,education - higher education other,22146,0.78,77880686,0.74,17534,0.5,10513303,0.81,1109793,1.14,28512,0.55,39680,0.49,88393989,0.66,2010
TX,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
TX,libraries,5255,0.56,16475517,0.5,2376,0.84,2134821,0.95,190030,0.99,6339,0.59,7631,0.47,18610338,0.45,2010
TX,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
TX,other and unallocable,16014,0.38,58124860,0.35,2439,0.28,1704433,0.42,127032,0.39,16736,0.39,18453,0.34,59829293,0.34,2010
UT,total,74384,0.28,275647140,0.29,45771,0.31,37691997,0.43,2805447,0.48,90242,0.31,120155,0.21,313339137,0.26,2010
UT,financial administration,1513,1.41,6260154,1.37,248,1.26,307079,1.27,20055,1.18,1626,1.53,1761,1.22,6567233,1.31,2010
UT,other government administration,2326,1.05,9812088,1.03,1408,3,955100,7.29,50180,7.51,2595,1.41,3734,1.31,10767188,1.14,2010
UT,judicial and legal,1342,1.26,6083098,1.08,321,1.74,377417,1.26,17778,1.16,1442,1.34,1663,1.07,6460515,1.02,2010
UT,police protection total,4984,2.07,22093069,1.96,1583,1.53,1107899,1.66,105532,1.41,5579,1.95,6567,1.61,23200968,1.87,2010
UT,police protection - officers,3911,2.2,18256907,2.11,212,1.69,181331,2.28,11723,2.35,3977,2.16,4123,2.09,18438238,2.08,2010
UT,police protection - other,1073,1.58,3836162,1.27,1371,1.5,926568,1.54,93809,1.29,1602,1.44,2444,1.09,4762730,1.06,2010
UT,fire protection total,2173,0.62,10167987,0.57,1425,5.01,676513,3,54467,3.37,2481,1.18,3598,2.02,10844500,0.56,2010
UT,fire protection - firefighters,1976,0.61,9369639,0.55,1390,5.13,647437,3.14,53104,3.46,2276,1.22,3366,2.15,10017076,0.55,2010
UT,fire protection - other,197,0.72,798348,0.75,35,0.01,29076,0.01,1363,0.01,205,0.69,232,0.61,827424,0.72,2010
UT,corrections,2085,1.98,7831854,1.54,82,1.96,116990,1.44,5800,1.44,2118,1.97,2167,1.91,7948844,1.52,2010
UT,highways,1939,2.51,7400207,2.24,169,1.72,185273,1.98,14804,1.79,2017,2.34,2108,2.31,7585480,2.19,2010
UT,air transportation,604,1,2598983,0.76,22,0.01,37880,0.01,2664,0.01,619,0.98,626,0.97,2636863,0.75,2010
UT,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
UT,public welfare,459,2.74,1340405,2.03,543,2.95,508557,2.24,47886,2.51,729,2.08,1002,2.03,1848962,1.59,2010
UT,health,3057,3.07,11570199,2.88,1903,3.07,1908517,2.13,124869,2.08,3763,2.87,4960,2.23,13478716,2.49,2010
UT,hospitals,360,13.68,1357966,13.56,155,21.5,180238,20.32,9449,20.25,413,20.5,515,11.55,1538204,12.21,2010
UT,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
UT,solid waste management,650,4.09,2158752,3.95,106,2.75,103465,1.33,7250,1.51,691,4.24,756,3.54,2262217,3.77,2010
UT,sewerage,1155,1.42,4819014,1.51,130,3.17,123369,2.3,8679,1.96,1205,1.48,1285,1.32,4942383,1.47,2010
UT,parks and recreation,1584,1.42,5934436,1.58,4822,0.81,2359150,0.77,228378,0.83,2872,1.25,6406,0.7,8293586,1.15,2010
UT,housing and community development,648,10.32,2418367,12.04,196,14.17,167146,13.84,13177,13.93,721,14.89,844,8.58,2585513,11.3,2010
UT,natural resources,118,4.68,427642,6.91,17,3.25,22783,3.84,1662,3.98,127,3.87,135,4.11,450425,6.57,2010
UT,water transport and terminals,1598,0.75,6583072,0.82,177,1.34,161900,1.87,11346,1.21,1667,0.82,1775,0.68,6744972,0.8,2010
UT,electric power,556,1.47,2983141,1.11,34,0.12,36066,0.07,2522,0.07,570,1.44,590,1.39,3019207,1.09,2010
UT,gas supply,5,0.01,33469,0.01,1,0.01,362,0.01,17,0.01,5,0.01,6,0,33831,0,2010
UT,transit,1955,0.01,7857017,0.01,218,0.01,331423,0.01,24134,0.01,2092,0.01,2173,0,8188440,0,2010
UT,education total,42986,0.23,147357646,0.27,30094,0.32,26237534,0.55,1901848,0.76,53752,0.33,73080,0.19,173595180,0.24,2010
UT,education - elementary and secondary total,42986,0.23,147357646,0.27,30094,0.32,26237534,0.55,1901848,0.76,53752,0.33,73080,0.19,173595180,0.24,2010
UT,education - elementary and secondary instructional,29999,0.32,112017040,0.34,16132,0.36,15631260,0.81,1024750,1.15,35782,0.46,46131,0.25,127648300,0.31,2010
UT,education - elementary and secondary other,12987,0.02,35340606,0.05,13962,0.27,10606274,0.17,877098,0.3,17970,0.07,26949,0.14,45946880,0.06,2010
UT,education - higher education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
UT,education - higher education instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
UT,education - higher education other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
UT,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
UT,libraries,634,1.28,2202927,1.06,1160,1.2,1066064,0.69,89141,0.78,1137,1.28,1794,0.9,3268991,0.75,2010
UT,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
UT,other and unallocable,1653,2.33,6355647,2.03,957,2.27,721272,1.46,63809,1.54,2021,2.21,2610,1.7,7076919,1.83,2010
VT,total,22146,1.86,79486783,1.86,9894,1.82,9249824,1.77,584957,2.28,25601,1.86,32040,1.4,88736607,1.68,2010
VT,financial administration,465,1.26,1670098,0.94,504,3.3,376964,2.2,20993,2.68,584,1.24,969,1.82,2047062,0.87,2010
VT,other government administration,424,1.75,1586092,1.68,717,3.2,445499,2.22,29812,2.42,593,1.89,1141,2.11,2031591,1.4,2010
VT,judicial and legal,48,4.36,170697,4.22,11,13.03,9481,18.59,479,17.98,51,5.84,59,4.3,180178,4.11,2010
VT,police protection total,780,2.74,3404529,2.56,213,2.33,232788,3.28,13304,3.57,856,3.05,993,2.21,3637317,2.4,2010
VT,police protection - officers,643,2.75,2909325,2.57,112,2.83,156704,3.96,9455,3.98,697,2.89,755,2.38,3066029,2.45,2010
VT,police protection - other,137,2.66,495204,2.45,101,1.76,76084,1.87,3849,2.56,159,3.77,238,1.71,571288,2.14,2010
VT,fire protection total,301,0.9,1441324,0.85,462,4,172804,7.82,13859,7.84,379,4.07,763,2.45,1614128,1.13,2010
VT,fire protection - firefighters,289,0.94,1388493,0.88,458,4.04,169124,7.99,13516,8.04,365,4.22,747,2.5,1557617,1.17,2010
VT,fire protection - other,12,0.01,52831,0.01,4,0.01,3680,0.01,343,0.01,14,0.01,16,0,56511,0,2010
VT,corrections,3,0.01,12527,0.01,0,0.01,0,0.01,0,0.01,3,0.01,3,0,12527,0,2010
VT,highways,1142,1.4,3903886,1.29,72,1.16,67735,1.34,4790,1.31,1169,1.32,1214,1.32,3971621,1.27,2010
VT,air transportation,50,0.01,203251,0.01,24,0.01,34347,0.01,2387,0.01,63,0.01,74,0,237598,0,2010
VT,water transport and terminals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
VT,public welfare,5,0.01,14636,0.01,4,0.01,4096,0.01,310,0.01,7,0.01,9,0,18732,0,2010
VT,health,17,0.27,71778,0.27,105,5.02,65397,14.4,4454,14.07,42,8.87,122,4.32,137175,6.87,2010
VT,hospitals,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
VT,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
VT,solid waste management,117,0.85,405699,0.69,157,6.89,135397,8.06,9365,8.12,165,3.71,274,3.97,541096,2.08,2010
VT,sewerage,171,2.93,719593,2.83,39,3.96,28114,8.03,1625,10.99,182,3.11,210,2.5,747707,2.74,2010
VT,parks and recreation,147,1.09,547809,1.03,221,2.22,151298,0.84,12283,0.86,216,1.1,368,1.4,699107,0.82,2010
VT,housing and community development,154,0.01,551800,0.01,38,0.01,56518,0.01,3145,0.01,171,0.01,192,0,608318,0,2010
VT,natural resources,3,2.27,4805,4.33,17,1.2,19850,0.78,1177,1.42,9,3.31,20,1.08,24655,1.05,2010
VT,water transport and terminals,184,2.43,725003,1.75,94,1.64,51360,2.17,3703,2.86,196,3.08,278,1.7,776363,1.64,2010
VT,electric power,200,1.89,1070229,1.43,42,2.96,10963,9.67,2500,3.42,218,2.51,242,1.65,1081192,1.42,2010
VT,gas supply,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
VT,transit,146,0.01,524202,0.01,56,0.01,95793,0.01,7331,0.01,187,0.01,202,0,619995,0,2010
VT,education total,17592,2.79,61736985,2.79,6665,3.13,6940890,2.81,430766,3.66,20185,2.82,24257,2.2,68677875,2.52,2010
VT,education - elementary and secondary total,17592,2.79,61736985,2.79,6665,3.13,6940890,2.81,430766,3.66,20185,2.82,24257,2.2,68677875,2.52,2010
VT,education - elementary and secondary instructional,14100,2.83,51192859,2.83,4983,3.45,5220369,3,318012,4.05,15998,2.88,19083,2.28,56413228,2.59,2010
VT,education - elementary and secondary other,3492,2.63,10544126,2.55,1682,2.18,1720521,2.26,112754,2.58,4187,2.57,5174,1.91,12264647,2.22,2010
VT,education - higher education total,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
VT,education - higher education instructional,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
VT,education - higher education other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
VT,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
VT,libraries,73,1.86,253125,1.76,248,1.69,264114,2.24,16877,3.51,169,3.14,321,1.37,517239,1.43,2010
VT,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
VT,other and unallocable,124,1.65,468715,1.39,205,4.21,86416,1.86,5797,1.78,156,2.29,329,2.7,555131,1.21,2010
VA,total,292745,0.58,1143208757,0.5,69465,0.74,68832507,0.61,4558905,0.78,318792,0.57,362210,0.49,1212041264,0.47,2010
VA,financial administration,6966,1.61,30917600,1.44,591,1.47,796890,1.15,55622,1.39,7283,1.59,7557,1.49,31714490,1.4,2010
VA,other government administration,6081,0.76,28356643,0.55,957,2.54,1344905,1.74,55501,2.6,6398,0.68,7038,0.74,29701548,0.53,2010
VA,judicial and legal,5093,1.02,22553978,0.96,583,1.66,1030418,1.46,52559,1.47,5391,1.05,5676,0.93,23584396,0.92,2010
VA,police protection total,17783,1.29,80795269,1.12,1568,1.31,1801072,1.02,117935,1.26,18457,1.26,19351,1.19,82596341,1.09,2010
VA,police protection - officers,14194,1.37,68133195,1.17,441,1.34,491724,1.38,34106,1.44,14387,1.33,14635,1.33,68624919,1.16,2010
VA,police protection - other,3589,0.96,12662074,0.84,1127,1.3,1309348,0.89,83829,1.19,4070,1,4716,0.79,13971422,0.76,2010
VA,fire protection total,10758,1.35,55909722,1.16,449,2.88,460298,2.7,29580,2.6,10927,1.39,11207,1.3,56370020,1.15,2010
VA,fire protection - firefighters,9937,1.42,52383969,1.21,302,4.13,267670,4.44,20058,3.64,10051,1.47,10239,1.38,52651639,1.2,2010
VA,fire protection - other,821,0.45,3525753,0.4,147,0.3,192628,0.27,9522,0.4,876,0.46,968,0.39,3718381,0.38,2010
VA,corrections,10430,3.56,38026894,2.81,510,2.54,777317,4,40951,3.24,10665,3.8,10940,3.4,38804211,2.76,2010
VA,highways,3578,2.46,13934532,2.46,224,0.86,446882,0.53,20823,0.87,3696,2.46,3802,2.31,14381414,2.38,2010
VA,air transportation,1975,3.25,11286488,2.27,113,1.35,196017,0.8,13048,1.44,2050,3.05,2088,3.07,11482505,2.23,2010
VA,water transport and terminals,3,0.01,16557,0.01,4,0.01,2628,0.01,258,0.01,4,0.01,7,0,19185,0,2010
VA,public welfare,8058,1.09,30400106,0.9,898,11.65,1314859,6.54,120289,7.9,8743,1.39,8956,1.53,31714965,0.91,2010
VA,health,4794,0.64,20581374,0.51,1836,0.91,3661284,0.3,154493,0.54,5671,0.62,6630,0.53,24242658,0.44,2010
VA,hospitals,1969,0.01,8524251,0.01,766,0.01,1653933,0.01,94414,0.01,2500,0.01,2735,0,10178184,0,2010
VA,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
VA,solid waste management,3658,1.75,11545510,1.32,903,3.73,775543,3.44,84035,3.54,4133,2.14,4561,1.59,12321053,1.25,2010
VA,sewerage,4086,2.7,17023473,2.21,160,1.52,249539,1.05,16942,1.25,4183,2.7,4246,2.6,17273012,2.18,2010
VA,parks and recreation,4909,0.54,17149896,0.59,6990,0.83,5619382,0.61,474022,0.63,7616,0.59,11899,0.54,22769278,0.47,2010
VA,housing and community development,1842,0.29,7771742,0.3,159,0.07,218247,0.08,14093,0.08,1923,0.28,2001,0.26,7989989,0.29,2010
VA,natural resources,415,2.56,1025835,6.26,81,1.05,72254,2.26,6611,0.87,452,3.56,496,2.15,1098089,5.85,2010
VA,water transport and terminals,3562,1.97,14823589,1.84,157,3.36,242299,2.42,14378,3.2,3645,2.14,3719,1.89,15065888,1.81,2010
VA,electric power,391,1.53,1838475,0.86,4,7.27,8635,4.31,343,14.66,393,1.37,395,1.51,1847110,0.86,2010
VA,gas supply,456,0.01,1714644,0.01,13,0.01,16512,0.01,1421,0.01,464,0.01,469,0,1731156,0,2010
VA,transit,1099,0.9,3827061,1.39,274,1.03,358830,1.93,26745,1.03,1252,0.93,1373,0.75,4185891,1.29,2010
VA,education total,183348,1.16,679305047,0.98,47615,1.45,42742885,1.34,2781669,1.7,199279,1.15,230963,0.97,722047932,0.93,2010
VA,education - elementary and secondary total,181706,1.17,669575278,0.99,47404,1.46,42442086,1.35,2769537,1.71,197569,1.16,229110,0.98,712017364,0.94,2010
VA,education - elementary and secondary instructional,129228,1.15,545319332,0.95,29297,1.31,24767295,1.2,1380399,1.63,137115,1.16,158525,0.97,570086627,0.91,2010
VA,education - elementary and secondary other,52478,1.22,124255946,1.17,18107,1.69,17674791,1.55,1389138,1.78,60454,1.18,70585,1.01,141930737,1.04,2010
VA,education - higher education total,1642,0.01,9729769,0.01,211,0.01,300799,0.01,12132,0.01,1710,0.01,1853,0,10030568,0,2010
VA,education - higher education instructional,551,0.01,5327565,0.01,54,0.01,96276,0.01,2554,0.01,565,0.01,605,0,5423841,0,2010
VA,education - higher education other,1091,0.01,4402204,0.01,157,0.01,204523,0.01,9578,0.01,1145,0.01,1248,0,4606727,0,2010
VA,education - other,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
VA,libraries,2715,2.49,10670953,2.04,2623,1.63,2955666,1.5,234317,1.88,4048,2.16,5338,1.5,13626619,1.63,2010
VA,liquor stores,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
VA,other and unallocable,8776,0.95,35209118,0.82,1987,1.08,2086212,1,148856,1.15,9619,0.91,10763,0.8,37295330,0.77,2010
WA,total,183911,0.45,995992756,0.47,84497,0.57,155426530,0.63,7159964,0.61,225640,0.44,268408,0.36,1151419286,0.42,2010
WA,financial administration,5361,1.54,29616075,1.26,324,1.98,689574,1.02,28326,1.38,5530,1.51,5685,1.46,30305649,1.23,2010
WA,other government administration,4758,1.65,25996788,1.62,1450,0.92,1401245,1.14,62158,1.42,5110,1.64,6208,1.28,27398033,1.54,2010
WA,judicial and legal,5842,1.27,30810767,1.16,772,1.14,1237852,1.37,51276,1.33,6134,1.33,6614,1.13,32048619,1.12,2010
WA,police protection total,12912,1.48,80926300,1.5,353,1.45,514477,1.58,25604,1.62,13063,1.47,13265,1.44,81440777,1.5,2010
WA,police protection - officers,9650,1.64,64855408,1.63,82,0.51,100575,0.4,5811,0.52,9683,1.61,9732,1.62,64955983,1.63,2010
WA,police protection - other,3262,1.01,16070892,0.98,271,1.73,413902,1.86,19793,1.95,3380,1.05,3533,0.95,16484794,0.96,2010
WA,fire protection total,9564,2.85,61259027,3.48,3510,1.23,1400478,3.71,101009,5.21,10116,2.32,13074,2.11,62659505,3.4,2010
WA,fire protection - firefighters,8763,2.86,56436182,3.41,3175,1.14,1084127,4.18,88245,5.7,9243,2.25,11938,2.12,57520309,3.35,2010
WA,fire protection - other,801,2.84,4822845,4.29,335,2.13,316351,2.09,12764,1.79,873,3.04,1136,2.1,5139196,4.03,2010
WA,corrections,4947,1.87,24888014,1.61,323,5.26,400870,4.2,16926,6.81,5044,1.99,5270,1.79,25288884,1.59,2010
WA,highways,6853,1.9,35598692,1.72,182,0.35,450577,0.24,18004,0.33,6954,1.89,7035,1.85,36049269,1.7,2010
WA,air transportation,1145,0.01,7105610,0.01,79,0.01,128372,0.01,8343,0.01,1195,0.01,1224,0,7233982,0,2010
WA,water transport and terminals,1269,0.01,8140049,0.01,201,0.01,166449,0.01,10477,0.01,1329,0.01,1470,0,8306498,0,2010
WA,public welfare,1531,2.36,6885937,2.18,368,0.78,615256,0.83,32468,0.42,1715,2.14,1899,1.9,7501193,2,2010
WA,health,3488,3.54,17762309,2.8,689,5.66,1372111,3.53,56254,3.83,3825,3.46,4177,3.1,19134420,2.61,2010
WA,hospitals,12685,1.35,59699651,1.41,7738,0.75,21032254,0.97,660208,1.03,16645,1.14,20423,0.89,80731905,1.07,2010
WA,social insurance administration,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0.01,0,0,0,0,2010
WA,solid waste management,1611,0.8,8006745,0.67,147,1.74,249913,1.18,15147,1.67,1702,0.87,1758,0.75,8256658,0.65,2010
WA,sewerage,3717,2.29,21560251,2.15,162,1.37,285383,0.92,11496,0.56,3781,2.3,3879,2.2,21845634,2.13,2010
WA,parks and recreation,3886,1.62,18065022,1.41,4557,1.22,3538879,0.73,234745,1.01,5277,1.37,8443,0.99,21603901,1.18,2010
WA,housing and community development,3681,3.52,13187748,4.81,307,2.21,549426,0.76,24018,1.4,3826,3.48,3988,3.25,13737174,4.62,2010
